,과정명,학원명,기간,훈련비,정원,취업률,연령대,지역1,지역2,NCS,과정
868,간호조무사 자격증 취득과정,시티간호전문학원,215,2888000,30,68.4,,광주,남구,06_보건의료,간호조무사
869,간호조무사 자격 취득과정,광산간호전문학원,213,2850000,30,91.7,30.0,광주,광산구,06_보건의료,간호조무사
870,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,56.0,경기,용인시,06_보건의료,요양보호사
871,요양보호사 자격 취득과정(간호조무사자격증 소지자 과정),천안경희간호학원부설 요양보호사교육원,10,250000,15,72.0,48.0,충남,천안시,06_보건의료,요양보호사
872,요양보호사 자격 취득과정(실업자),강릉요양보호사교육원,33,549840,40,61.2,54.0,강원,강릉시,06_보건의료,요양보호사
873,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,52.0,경기,김포시,06_보건의료,요양보호사
874,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,40,641520,30,53.2,54.0,전북,군산시,06_보건의료,요양보호사
875,간호조무사 자격 취득과정,경산엔젤간호학원,217,2799840,40,80.0,31.0,경북,경산시,06_보건의료,간호조무사
876,간호조무사 자격 취득과정,경기중앙간호학원,219,2998960,48,81.7,35.0,경기,의정부시,06_보건의료,간호조무사
877,간호조무사 자격취득과정,화원간호학원,218,2998960,30,67.6,39.0,대구,달성군,06_보건의료,간호조무사
878,간호조무사 자격증 취득과정,유현정간호학원,212,2998960,47,69.0,34.0,대구,서구,06_보건의료,간호조무사
879,요양보호사 자격증 취득과정(사회복지사 자격증 소지반),광주역요양보호사교육원,12,200000,20,52.2,47.0,경기,광주시,06_보건의료,요양보호사
880,간호조무사 자격증 취득과정,대한간호학원,218,2998960,30,66.7,37.0,대구,달성군,06_보건의료,간호조무사
881,요양보호사 자격취득 과정,성모요양보호사교육원,30,600000,37,57.3,55.0,인천,부평구,06_보건의료,요양보호사
882,간호조무사 자격 취득과정 A,안산중앙간호학원,218,3240640,46,71.7,32.0,경기,안산시,06_보건의료,간호조무사
883,요양보호사자격증취득과정,상록요양보호사교육원,30,510000,35,47.3,55.0,경기,안산시,06_보건의료,요양보호사
884,요양보호사 자격 취득과정 - 실업자,(주)엔젤21세기부설엔젤요양보호사교육원,30,450000,35,47.4,56.0,서울,관악구,06_보건의료,요양보호사
885,요양보호사자격증취득과정,가족사랑광산요양보호사교육원,30,640800,40,45.7,49.0,광주,광산구,06_보건의료,요양보호사
886,간호조무사자격취득과정,지산간호학원,220,2998960,35,57.9,41.0,대구,수성구,06_보건의료,간호조무사
887,간호조무사자격증취득과정,성모간호학원,221,2888000,38,80.0,29.0,전북,정읍시,06_보건의료,간호조무사
888,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,38,49.2,59.0,부산,부산진구,06_보건의료,요양보호사
889,요양보호사지격증취득대비반,마두요양보호사교육원,30,640800,40,54.8,55.0,경기,고양시,06_보건의료,요양보호사
890,요양보호사양성과정(자격증),거제요양보호사교육원,43,600000,40,50.0,55.0,경남,거제시,06_보건의료,요양보호사
891,요양보호사 자격증 취득 과정,유니스타요양보호사교육원,30,570000,40,55.0,55.0,경기,파주시,06_보건의료,요양보호사
892,요양보호사 자격취득과정,사하요양보호사교육원,30,640080,40,68.2,50.0,부산,사하구,06_보건의료,요양보호사
893,간호조무사자격취득과정,동두천간호학원,219,2998960,32,73.7,28.0,경기,동두천시,06_보건의료,간호조무사
894,간호조무사 자격취득 과정,강릉간호직업전문학원,222,3009600,25,90.9,30.0,강원,강릉시,06_보건의료,간호조무사
895,간호조무사 자격 취득과정,영남간호학원,214,2801360,40,75.0,36.0,경북,경산시,06_보건의료,간호조무사
896,간호조무사 자격증 취득과정,서구동아간호학원,222,2812000,25,60.0,33.0,광주,서구,06_보건의료,간호조무사
897,간호조무사 자격 취득과정,경산화인간호학원,222,2799840,40,60.0,37.0,경북,경산시,06_보건의료,간호조무사
898,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,57.0,서울,양천구,06_보건의료,요양보호사
899,간호조무사자격증 취득과정,마두간호학원,212,3299920,30,76.9,47.0,경기,고양시,06_보건의료,간호조무사
900,간호조무사자격증취득과정,(주)중앙아카데미-해운대장산간호학원,204,2918400,34,74.3,39.0,부산,해운대구,06_보건의료,간호조무사
901,간호조무사취득과정,백제간호쌍촌점학원,229,2895600,30,65.0,32.0,광주,서구,06_보건의료,간호조무사
902,요양보호사 자격 취득과정,한성요양보호사교육원,30,480000,35,60.0,50.0,서울,성북구,06_보건의료,요양보호사
903,요양보호사 자격 취득과정,원주간호학원 하이엔(주)분원,31,600000,30,60.7,56.0,강원,원주시,06_보건의료,요양보호사
904,요양보호사 자격취득과정,봉동요양보호사교육원,36,641520,30,51.6,50.0,전북,완주군,06_보건의료,요양보호사
905,요양보호사 국가자격증 양성과정,햇빛요양보호사교육원,30,499920,38,66.3,55.0,서울,도봉구,06_보건의료,요양보호사
906,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,33,700000,30,58.0,52.0,충남,부여군,06_보건의료,요양보호사
907,요양보호사자격취득과정,사랑평생교육원 부설 요양보호사교육원,34,600000,40,68.9,52.0,강원,원주시,06_보건의료,요양보호사
908,간호조무사자격증취득,광주간호학원,215,3500000,34,82.5,33.0,경기,광주시,06_보건의료,간호조무사
909,간호조무사 자격 취득과정,미래요양보호사교육원미래간호조무사학원,204,2850000,40,78.3,32.0,대전,대덕구,06_보건의료,간호조무사
910,간호조무사 자격 취득과정,중부간호학원,217,2903200,30,64.9,36.0,경남,양산시,06_보건의료,간호조무사
911,간호조무사 자격취득과정,성서간호학원,213,2998960,40,81.8,34.0,대구,달서구,06_보건의료,간호조무사
912,간호조무사 자격 취득과정,한빛간호조무사학원,225,2964000,37,61.2,39.0,서울,양천구,06_보건의료,간호조무사
913,간호조무사자격증 취득(이론+실기),제일간호조무사학원,204,3064840,50,75.3,34.0,경기,의정부시,06_보건의료,간호조무사
914,간호조무사 자격증 취득과정,칠곡플러스간호학원,215,2989840,42,66.7,31.0,대구,북구,06_보건의료,간호조무사
915,간호조무사자격증취득과정,플러스간호학원반월당점,206,2998960,50,78.6,28.0,대구,중구,06_보건의료,간호조무사
916,간호조무사 자격 취득과정,당진간호학원,210,2736000,32,74.4,37.0,충남,당진시,06_보건의료,간호조무사
917,간호조무사 자격취득과정,송천탑클래스 간호학원,223,2880400,30,45.5,28.0,전북,전주시,06_보건의료,간호조무사
918,요양보호사 자격증 취득과정,평택포도나무 요양보호사 교육원,33,540000,35,49.4,54.0,경기,평택시,06_보건의료,요양보호사
919,요양보호사자격증취득&취업연계과정(NCS과정),원당간호학원부설요양보호사교육원,32,600000,28,65.5,52.0,충남,당진시,06_보건의료,요양보호사
920,간호조무사 자격 취득과정,달성간호학원,204,2998960,37,74.0,35.0,대구,서구,06_보건의료,간호조무사
921,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,58.0,부산,사하구,06_보건의료,요양보호사
922,간호조무사 자격 취득과정,성심간호학원,222,2994400,33,76.4,40.0,경기,안양시,06_보건의료,간호조무사
923,요양보호사 자격증 취득과정(비NCS),마산요양보호사교육원,37,600000,25,53.2,57.0,경남,창원시,06_보건의료,요양보호사
924,간호조무사 자격 취득과정,김제성모간호학원,222,2850000,33,77.3,31.0,전북,김제시,06_보건의료,간호조무사
925,요양보호사 자격증 취득과정,유니스타요양보호사교육원,60,570000,40,55.0,53.0,경기,파주시,06_보건의료,요양보호사
926,요양보호사자격취득(사회복지사자격증반),드림요양보호사교육원,15,250000,29,45.2,45.0,울산,중구,06_보건의료,요양보호사
927,간호조무사 자격 취득과정,동서울본간호학원,220,2888000,50,76.5,37.0,서울,강동구,06_보건의료,간호조무사
928,요양보호사 자격 취득과정(실업자),전주메디칼요양보호사교육원,30,624000,30,53.0,54.0,전북,전주시,06_보건의료,요양보호사
929,요양보호사 자격 취득과정,동두천간호학원요양보호사교육원,30,600000,35,65.1,56.0,경기,동두천시,06_보건의료,요양보호사
930,간호조무사자격증 취득과정,울산호계간호학원,205,3299920,34,71.4,31.0,울산,북구,06_보건의료,간호조무사
931,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,53.0,경기,평택시,06_보건의료,요양보호사
932,요양보호사자격취득과정(실업자),익산간호요양보호사교육원,42,641520,40,64.3,55.0,전북,익산시,06_보건의료,요양보호사
933,요양보호사자격취득과정,범계요양보호사교육원,30,588000,40,50.5,54.0,경기,안양시,06_보건의료,요양보호사
934,간호조무사 자격취득과정,영남간호학원,222,2994400,32,73.9,28.0,대구,서구,06_보건의료,간호조무사
935,간호조무사자격증 취득과정B,수원탑수원역점간호학원,220,3651040,30,66.1,32.0,경기,수원시,06_보건의료,간호조무사
936,간호조무사 자격 취득과정,진월간호전문학원,230,2850000,30,71.4,35.0,광주,남구,06_보건의료,간호조무사
937,간호조무사자격취득과정,한빛간호학원,226,2964000,33,69.6,38.0,서울,노원구,06_보건의료,간호조무사
938,간호조무사국가자격증취득과정,계양간호학원,204,2998960,30,81.5,37.0,인천,계양구,06_보건의료,간호조무사
939,요양보호사 자격 취득과정,성신간호학원부설요양보호사교육원,30,600000,40,52.2,55.0,전북,전주시,06_보건의료,요양보호사
940,간호조무사 자격 취득과정,명문간호학원,211,2998960,46,76.8,37.0,대구,달서구,06_보건의료,간호조무사
941,요양보호사 자격 취득과정,영남요양보호사교육원,33,640800,40,64.5,54.0,경북,경산시,06_보건의료,요양보호사
942,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,38,52.8,56.0,경기,부천시,06_보건의료,요양보호사
943,간호조무사 자격 취득과정,삼성간호학원,217,2998960,42,72.3,31.0,대구,중구,06_보건의료,간호조무사
944,간호조무사자격증취득과정,제이성모간호전문학원,223,2964000,40,73.7,30.0,전북,익산시,06_보건의료,간호조무사
945,간호조무사자격증취득과취업,하남간호학원,218,2289120,40,76.0,34.0,경기,하남시,06_보건의료,간호조무사
946,요양보호사자격증 취득과정,주은요양보호사교육원,33,641520,35,55.7,58.0,경기,고양시,06_보건의료,요양보호사
947,요양보호사 자격 취득과정,미소로섬김 요양보호사교육원,37,600000,37,50.0,55.0,인천,계양구,06_보건의료,요양보호사
948,간호조무사 자격 취득과정,온누리간호학원,205,2998960,37,68.6,39.0,서울,은평구,06_보건의료,간호조무사
949,간호조무사 자격 취득과정,서울간호학원,211,2998960,33,78.3,40.0,서울,성북구,06_보건의료,간호조무사
950,간호조무사자격 취득과정,국제간호학원,205,2994400,32,69.2,37.0,경기,고양시,06_보건의료,간호조무사
951,요양보호사 자격 취득과정(비NCS),한세기요양보호사교육원,50,510000,30,55.3,54.0,경기,구리시,06_보건의료,요양보호사
952,간호조무사 자격 취득과정,연세간호학원,212,2857600,39,73.9,38.0,광주,북구,06_보건의료,간호조무사
953,건강보험청구심사통합과정,메디아이잠실보험학원,20,740000,19,60.9,32.0,서울,송파구,06_보건의료,건강보험청구심사
954,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,31,640080,40,56.2,54.0,경기,부천시,06_보건의료,요양보호사
955,간호조무사 자격 취득과정,효성간호보건학원,204,2998960,28,64.1,40.0,부산,해운대구,06_보건의료,간호조무사
956,간호조무사 자격 취득과정,밀양간호학원,204,2796800,30,64.3,35.0,경남,밀양시,06_보건의료,간호조무사
957,간호조무사자격증취득과정,플러스간호학원,204,2998960,53,75.9,36.0,대구,동구,06_보건의료,간호조무사
958,요양보호사 자격취득과정,열린요양보호사교육원,50,540000,40,56.0,56.0,서울,광진구,06_보건의료,요양보호사
959,요양보호사 자격 취득과정,화원요양보호사교육원,41,640080,40,53.2,52.0,대구,달성군,06_보건의료,요양보호사
960,요양보호사자격증취득(취업성공),노아요양보호사교육원,31,570000,21,52.0,58.0,인천,미추홀구,06_보건의료,요양보호사
961,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,34,570000,40,62.2,53.0,인천,부평구,06_보건의료,요양보호사
962,요양보호사 자격취득 교육과정(사회복지사 자격증 소지자반),더큰요양보호사교육원,12,250000,38,53.3,46.0,경기,시흥시,06_보건의료,요양보호사
963,요양보호사 자격 취득과정,경북요양보호사교육원,37,600000,40,50.6,57.0,대구,달서구,06_보건의료,요양보호사
964,간호조무사 자격 취득과정,유엔간호학원,225,2994400,43,72.2,35.0,서울,마포구,06_보건의료,간호조무사
965,간호조무사 국가자격증반,광교간호학원,219,3268000,30,73.3,38.0,경기,용인시,06_보건의료,간호조무사
966,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,51.0,광주,남구,06_보건의료,요양보호사
967,(구직자) 요양보호사 자격 취득과정,조은요양보호사교육원,30,570000,40,47.3,55.0,인천,계양구,06_보건의료,요양보호사
968,간호조무사 자격 취득과정,메디칼간호학원,204,2900160,24,76.5,28.0,강원,삼척시,06_보건의료,간호조무사
969,요양보호사 자격 취득과정,세계로요양보호사교육원,33,641520,37,37.9,54.0,울산,동구,06_보건의료,요양보호사
970,간호조무사 자격증 취득과정,고려간호조무사학원,204,2989840,34,86.2,33.0,서울,마포구,06_보건의료,간호조무사
971,요양보호사 자격취득과정,섬기미요양보호사교육원,35,640080,40,52.0,57.0,대구,동구,06_보건의료,요양보호사
972,간호조무사 자격 취득과정B,용인간호학원,204,2888000,18,86.8,39.0,경기,용인시,06_보건의료,간호조무사
973,간호조무사 자격 취득과정,제일간호학원,204,2918400,30,83.1,32.0,부산,동래구,06_보건의료,간호조무사
974,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,35,450000,15,72.0,52.0,충남,천안시,06_보건의료,요양보호사
975,요양보호사 자격 취득과정,미래간호학원부설요양보호사교육원,33,640080,40,53.2,54.0,대구,북구,06_보건의료,요양보호사
976,간호조무사 자격증 취득과정,시티간호전문학원,214,2888000,30,68.4,37.0,광주,남구,06_보건의료,간호조무사
977,요양보호사 자격취득과정,이천요양보호사교육원,60,630000,32,60.5,55.0,경기,이천시,06_보건의료,요양보호사
978,간호조무사자격취득과정,주식회사 은행동미즈간호학원,193,2489760,31,75.0,29.0,대전,중구,06_보건의료,간호조무사
979,요양보호사 자격 취득 과정,행복요양보호사교육원,30,540000,40,51.4,54.0,인천,남동구,06_보건의료,요양보호사
980,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48.0,55.0,대전,중구,06_보건의료,요양보호사
981,요양보호사자격증취득과정,동부케어요양보호사교육원,30,600000,30,43.0,51.0,경기,화성시,06_보건의료,요양보호사
982,간호조무사 자격 취득과정,동광주간호학원,217,2964000,25,70.4,37.0,광주,북구,06_보건의료,간호조무사
983,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,49,640080,35,42.3,56.0,대구,중구,06_보건의료,요양보호사
984,요양보호사 자격 취득과정,안성의료복지사회적협동조합 부설 안성요양보호사교육원,30,650000,30,60.9,57.0,경기,안성시,06_보건의료,요양보호사
985,요양보호사 자격 취득과정,포천요양보호사교육원,37,510000,34,50.0,56.0,경기,포천시,06_보건의료,요양보호사
986,요양보호사 자격증 취득 과정,경북베델요양보호사교육원,50,640080,35,42.3,53.0,대구,중구,06_보건의료,요양보호사
987,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,53.0,광주,서구,06_보건의료,요양보호사
988,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,32,540000,40,53.2,52.0,서울,강북구,06_보건의료,요양보호사
989,간호조무사 자격 취득과정,남구동아간호학원,225,2983760,30,65.0,30.0,광주,남구,06_보건의료,간호조무사
990,간호조무사 자격증 과정,안산대한간호학원,203,3230000,38,72.9,30.0,경기,안산시,06_보건의료,간호조무사
991,간호조무사 자격 취득과정,은혜간호학원,204,3717920,30,47.8,36.0,충남,부여군,06_보건의료,간호조무사
992,요양보호사 자격취득과정,자은간호학원 부설 요양보호사 교육원,40,450000,30,63.6,53.0,충남,천안시,06_보건의료,요양보호사
993,"요양보호사 양성과정(간호조무사,물리치료사,작업치료사 자격취득자)",부천중부요양보호사교육원,12,200000,40,52.4,46.0,경기,부천시,06_보건의료,요양보호사
994,간호조무사 자격증취득,영통경기간호학원,201,3500560,34,85.4,37.0,경기,수원시,06_보건의료,간호조무사
995,요양보호사 자격 취득과정,군산성모간호전문학원부설 요양보호사교육원,30,641520,40,59.3,54.0,전북,군산시,06_보건의료,요양보호사
996,(일반고 특화) 간호조무사 자격 취득과정,스타메디간호학원,206,4900270,36,73.7,17.0,서울,노원구,06_보건의료,간호조무사
997,요양보호사 자격증 취득 과정,유니스타요양보호사교육원,30,570000,40,55.0,51.0,경기,파주시,06_보건의료,요양보호사
998,간호조무사 자격 취득 과정,동남간호조무사학원,219,3260400,32,82.0,38.0,경기,고양시,06_보건의료,간호조무사
999,요양보호사자격증 취득,새고려요양보호사교육원,30,600000,30,50.0,57.0,부산,금정구,06_보건의료,요양보호사
1000,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,48.0,울산,북구,06_보건의료,요양보호사
1001,요양보호사 자격 취득 과정(사회복지사 자격증 보유자),다원요양보호사교육원,12,250000,37,60.2,53.0,서울,노원구,06_보건의료,요양보호사
1002,간호조무사 자격 취득과정,부천중동간호학원,200,2888000,48,81.3,36.0,경기,부천시,06_보건의료,간호조무사
1003,요양보호사 자격 취득 과정,e-한나요양보호사교육원,30,540000,40,62.5,56.0,서울,강동구,06_보건의료,요양보호사
1004,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,30,510000,40,41.7,53.0,경남,창원시,06_보건의료,요양보호사
1005,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,54.0,경기,안산시,06_보건의료,요양보호사
1006,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,54.0,경북,포항시,06_보건의료,요양보호사
1007,요양보호사 자격증 취득과정,대신요양보호사교육원,30,480000,30,52.3,58.0,경기,수원시,06_보건의료,요양보호사
1008,요양보호사 자격취득과정,열린요양보호사교육원,30,540000,40,56.0,55.0,서울,광진구,06_보건의료,요양보호사
1009,요양보호사 자격취득과정,새소망전국요양보호사교육원,40,450000,40,62.9,56.0,경기,남양주시,06_보건의료,요양보호사
1010,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,30,550000,30,60.9,57.0,경기,안양시,06_보건의료,요양보호사
1011,요양보호사자격증취득과정,마음모아요양보호사교육원,30,499920,40,59.1,55.0,경기,남양주시,06_보건의료,요양보호사
1012,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,56.0,서울,동대문구,06_보건의료,요양보호사
1013,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,53.0,서울,중랑구,06_보건의료,요양보호사
1014,요양보호사 자격증 취득과정,신천요양보호사교육원,59,640800,38,50.4,56.0,경기,시흥시,06_보건의료,요양보호사
1015,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,56.0,서울,강동구,06_보건의료,요양보호사
1016,요양보호사양성,제일요양보호사교육원,50,699840,40,43.5,50.0,제주,제주시,06_보건의료,요양보호사
1017,요양보호사자격증취득과정,부산해운대요양보호사교육원,35,600000,40,62.7,55.0,부산,해운대구,06_보건의료,요양보호사
1018,간호조무사 자격증 취득과정,신갈간호학원,204,3040000,30,78.9,38.0,경기,용인시,06_보건의료,간호조무사
1019,요양보호사 자격증 취득과정,구미요양보호사교육원,30,600000,40,49.1,50.0,경북,구미시,06_보건의료,요양보호사
1020,간호조무사 과정,춘해간호조무학원,213,2900160,32,69.5,39.0,부산,동래구,06_보건의료,간호조무사
1021,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,51.0,경북,포항시,06_보건의료,요양보호사
1022,요양보호사자격취득과정,마창행복요양보호사교육원,30,600000,40,54.5,53.0,경남,창원시,06_보건의료,요양보호사
1023,간호조무사 자격 취득과정,복음간호학원,196,2998960,52,71.2,34.0,대구,동구,06_보건의료,간호조무사
1024,요양보호사 자격증 취득과정,어르신사랑요양보호사교육원,30,540000,34,66.0,55.0,경기,용인시,06_보건의료,요양보호사
1025,요양보호사(표준)주간과정,평화요양보호사교육원,30,600000,30,52.2,54.0,전북,전주시,06_보건의료,요양보호사
1026,요양보호사 자격 취득과정,명성요양보호사교육원,30,499920,37,52.4,59.0,서울,성북구,06_보건의료,요양보호사
1027,간호조무사자격증취득,메타간호학원,192,2998960,50,80.0,37.0,서울,송파구,06_보건의료,간호조무사
1028,차이나는 클래스- 간호조무사 자격반,울산간호학원,205,3299920,20,83.1,34.0,울산,남구,06_보건의료,간호조무사
1029,요양보호사 자격취득과정(실업자),꽃담요양보호사교육원,37,600000,30,55.9,56.0,경기,광주시,06_보건의료,요양보호사
1030,요양보호사자격취득과정,아름다운요양보호사교육원,30,499200,35,58.2,54.0,경기,수원시,06_보건의료,요양보호사
1031,요양보호사 자격 취득과정,서수원간호학원부설서수원요양보호사교육원,30,500000,35,54.4,55.0,경기,수원시,06_보건의료,요양보호사
1032,요양보호사취득과정,광주역요양보호사교육원,33,600000,36,52.2,56.0,경기,광주시,06_보건의료,요양보호사
1033,요양보호사 자격 취득과정,진해간호요양보호사교육원,33,630000,30,35.5,54.0,경남,창원시,06_보건의료,요양보호사
1034,요양보호사 자격 취득과정,성심요양보호사교육원,30,600000,35,71.6,57.0,경남,양산시,06_보건의료,요양보호사
1035,간호조무사 자격증 취득과정,김포양곡간호학원,219,3120560,31,77.8,36.0,경기,김포시,06_보건의료,간호조무사
1036,간호조무사 국가자격취득과정,울산호계간호학원,205,3299920,20,71.4,39.0,울산,북구,06_보건의료,간호조무사
1037,요양보호사 자격 취득과정,구미간호학원부설요양보호사교육원,37,549840,24,49.0,52.0,경북,구미시,06_보건의료,요양보호사
1038,요양보호사(표준)주간과정,익산평화요양보호사교육원,30,641280,25,47.5,55.0,전북,익산시,06_보건의료,요양보호사
1039,간호조무사자격취득과정,이천간호학원,204,3960000,20,84.6,29.0,경기,이천시,06_보건의료,간호조무사
1040,간호조무사 자격 취득과정,미래간호학원,206,2888000,30,63.6,35.0,전북,전주시,06_보건의료,간호조무사
1041,요양보호사 자격 취득과정,호남제일간호학원부설요양보호사교육원,36,641520,30,72.0,54.0,전북,전주시,06_보건의료,요양보호사
1042,요양보호사 자격 취득과정(주간반),한양요양보호사교육원,30,480000,40,47.0,56.0,충남,천안시,06_보건의료,요양보호사
1043,요양보호사 자격증 취득과정,충주요양보호사교육원,32,600000,38,63.7,57.0,충북,충주시,06_보건의료,요양보호사
1044,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,600000,40,63.0,55.0,충북,청주시,06_보건의료,요양보호사
1045,간호조무사 자격 취득과정,남구간호학원,206,3240640,40,62.5,35.0,울산,남구,06_보건의료,간호조무사
1046,요양보호사 자격 취득과정,민들레요양보호사교육원,35,600000,37,63.2,53.0,충북,청주시,06_보건의료,요양보호사
1047,요양보호사자격증취득과정,집으로요양보호사교육원,30,600000,34,57.3,56.0,경기,의정부시,06_보건의료,요양보호사
1048,요양보호사자격증취득과정,정암요양보호사교육원,30,600000,38,49.2,56.0,부산,부산진구,06_보건의료,요양보호사
1049,요양보호사자격취득,김해사랑요양보호사교육원,30,600000,40,49.2,52.0,경남,김해시,06_보건의료,요양보호사
1050,요양보호사 자격 취득과정,프레이즈요양보호사교육원,30,451200,25,49.4,59.0,서울,동작구,06_보건의료,요양보호사
1051,간호조무사자격취득과정B,늘푸른간호병원코디네이터학원,204,2964000,33,75.3,39.0,서울,강서구,06_보건의료,간호조무사
1052,간호조무사 자격 취득과정,덕진간호학원,213,2888000,30,68.6,29.0,전북,전주시,06_보건의료,간호조무사
1053,병원코디네이터 및 상담실장양성과정,아바평생교육원,22,609730,11,56.4,31.0,서울,강남구,06_보건의료,병원코디네이터
1054,요양보호사 자격증 취득과정,행복나눔요양보호사교육원,30,504000,33,64.6,56.0,경기,수원시,06_보건의료,요양보호사
1055,요양보호사 자격증 취득과정,진해보금요양보호사교육원,30,600000,40,45.7,52.0,경남,창원시,06_보건의료,요양보호사
1056,"요양보호사자격취득과정(신규,2019-2)",미래요양보호사교육원,34,640800,40,54.3,55.0,대구,달서구,06_보건의료,요양보호사
1057,요양보호사 자격 취득과정,이레요양보호사교육원,36,510000,36,50.2,56.0,서울,은평구,06_보건의료,요양보호사
1058,요양보호사 국자자격 취득,케어대한요양보호사교육원,33,600000,40,51.4,57.0,인천,남동구,06_보건의료,요양보호사
1059,요양보호사 자격 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,549840,30,56.9,53.0,강원,강릉시,06_보건의료,요양보호사
1060,요양보호사자격증 취득과정,샘물요양보호사교육원,39,641520,32,69.4,48.0,경남,통영시,06_보건의료,요양보호사
1061,요양보호사자격증취득과정,다사랑요양보호사교육원,35,640800,30,61.4,55.0,대구,동구,06_보건의료,요양보호사
1062,요양보호사 자격증 취득과정,성산요양보호사교육원,30,600000,33,56.8,57.0,부산,중구,06_보건의료,요양보호사
1063,Basic NCS 요양보호사 양성과정,인천일신요양보호사교육원,34,570000,40,62.2,52.0,인천,부평구,06_보건의료,요양보호사
1064,요양보호사 양성과정(자격증 취득과정),부천중부요양보호사교육원,30,510000,40,52.4,55.0,경기,부천시,06_보건의료,요양보호사
1065,요양보호사 양성과정,사당실버요양보호사교육원,30,504000,35,50.0,58.0,서울,동작구,06_보건의료,요양보호사
1066,간호조무사 자격 취득과정,은혜간호조무사학원,212,2964000,30,79.3,39.0,서울,강서구,06_보건의료,간호조무사
1067,성공취업 간호조무사 국가자격 취득 (주간),현대간호학원,206,3230000,20,74.5,32.0,울산,남구,06_보건의료,간호조무사
1068,간호조무사 자격 취득과정,플러스간호학원,204,2758800,30,93.8,32.0,대전,서구,06_보건의료,간호조무사
1069,요양보호사 자격취득과정(NCS과정),호남간호요양보호사교육원,30,641520,22,41.3,50.0,광주,광산구,06_보건의료,요양보호사
1070,요양보호사자격취득과정,햇빛요양보호사교육원,52,550080,36,66.3,58.0,서울,도봉구,06_보건의료,요양보호사
1071,요양보호사양성,제일요양보호사교육원,60,699840,40,43.5,52.0,제주,제주시,06_보건의료,요양보호사
1072,요양보호사 자격 취득과정,삼성실버요양보호사교육원,45,640080,40,59.8,54.0,부산,북구,06_보건의료,요양보호사
1073,요양보호사 국가자격 국시대비,인천예원요양보호사교육원,60,540000,40,44.8,57.0,,,06_보건의료,요양보호사
1074,요양보호사자격증 취득과정,한국실버요양보호사교육원,30,468000,30,50.5,56.0,서울,관악구,06_보건의료,요양보호사
1075,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,641520,38,53.3,55.0,경기,시흥시,06_보건의료,요양보호사
1076,요양보호사 자격 취득과정,신포항요양보호사교육원,33,552000,40,62.9,56.0,경북,포항시,06_보건의료,요양보호사
1077,간호조무사 자격증 취득과정,사창미즈간호학원,193,2964000,31,73.6,28.0,충북,청주시,06_보건의료,간호조무사
1078,간호조무사자격취득및취업과정,구리간호학원,204,2857600,40,83.3,31.0,경기,구리시,06_보건의료,간호조무사
1079,요양보호사 자격 취득과정,서일간호학원부설요양보호사교육원,33,650000,34,56.6,49.0,충남,서산시,06_보건의료,요양보호사
1080,간호조무사 자격 취득과정,성모간호조무사학원,212,3260400,40,77.2,36.0,경기,고양시,06_보건의료,간호조무사
1081,요양보호사자격취득과정,홍주요양보호사교육원,33,650000,32,57.3,54.0,충남,홍성군,06_보건의료,요양보호사
1082,요양보호사 자격증 취득과정,새롬요양보호사교육원,30,641520,40,45.6,55.0,울산,동구,06_보건의료,요양보호사
1083,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,55.0,경기,수원시,06_보건의료,요양보호사
1084,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,31,640080,40,56.2,56.0,경기,부천시,06_보건의료,요양보호사
