index,과정명,학원명,기간,훈련비,정원,취업률,연령대,NCS분야,과정
384,요양보호사 자격취득과정,열린요양보호사교육원,30,540000,40,56.0,56.0,06_보건 의료,요양보호사
385,요양보호사 자격증 취득과정(신규자),효성요양보호사교육원,30,540000,40,53.2,52.0,06_보건 의료,요양보호사
386,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,60.0,06_보건 의료,요양보호사
387,NCS요양보호사 자격증 취득과정,참사랑요양보호사교육원,57,600000,33,63.0,51.0,06_보건 의료,요양보호사
388,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,33,570000,40,62.2,54.0,06_보건 의료,요양보호사
389,요양보호사자격증 취득과정,한국실버요양보호사교육원,30,468000,30,50.5,60.0,06_보건 의료,요양보호사
390,요양보호사 자격 취득과정,은혜간호학원 부설 요양보호사교육원,61,700000,30,58.0,56.0,06_보건 의료,요양보호사
391,요양보호사 자격 취득과정,연세요양보호사교육원,30,450000,40,45.4,53.0,06_보건 의료,요양보호사
392,간호조무사 자격 취득과정,마산간호학원,218,3199600,50,80.3,31.0,06_보건 의료,간호조무사
393,간호조무사 자격 취득과정,(주)미즈간호학원,204,2450240,29,78.7,33.0,06_보건 의료,간호조무사
394,요양보호사자격증취득과정,상록요양보호사교육원,30,510000,35,47.3,56.0,06_보건 의료,요양보호사
395,요양보호사 취득과정,현대요양보호사교육원,30,638400,25,55.1,55.0,06_보건 의료,요양보호사
396,요양보호사 양성과정(자격증 취득과정),부천중부요양보호사교육원,30,510000,40,52.4,56.0,06_보건 의료,요양보호사
397,요양보호사 자격취득과정,수원행복 요양보호사 교육원,30,480000,40,58.7,57.0,06_보건 의료,요양보호사
398,요양보호사 자격 취득과정,안양벧엘요양보호사교육원,40,550000,30,60.9,56.0,06_보건 의료,요양보호사
399,요양보호사 자격 취득과정 - 실업자,(주)엔젤21세기부설엔젤요양보호사교육원,30,450000,35,47.4,57.0,06_보건 의료,요양보호사
400,요양보호사자격취득과정,베스트요양보호사교육원,30,640080,35,42.3,55.0,06_보건 의료,요양보호사
401,요양보호사 자격 취득과정,(주)한국요양보호사교육원,33,540000,30,53.5,59.0,06_보건 의료,요양보호사
402,NCS 요양보호사 자격 취득과정,인천일신요양보호사교육원,32,570000,40,62.2,54.0,06_보건 의료,요양보호사
403,요양보호사 자격취득과정,전국고용요양보호사교육원,30,540000,40,54.9,54.0,06_보건 의료,요양보호사
404,NCS요양보호사 국가자격증과정,부모사랑제2캠퍼스요양보호사교육원,30,600000,32,75.0,56.0,06_보건 의료,요양보호사
405,요양보호사국가자격증취득과정,참사랑요양보호사교육원,30,600000,40,63.0,54.0,06_보건 의료,요양보호사
406,요양보호사 자격 취득과정,동두천간호학원요양보호사교육원,30,600000,35,65.1,57.0,06_보건 의료,요양보호사
407,요양보호사 자격증 취득과정,새롬요양보호사교육원,30,641520,40,45.6,52.0,06_보건 의료,요양보호사
408,요양보호사 자격취득과정 NCS-20,경인요양보호사교육원,34,640080,40,56.2,55.0,06_보건 의료,요양보호사
409,요양보호사자격취득과정,백제요양보호사교육원,30,640080,30,42.6,51.0,06_보건 의료,요양보호사
410,요양보호사 자격증 취득과정,가족요양보호사교육원,30,450000,35,64.7,56.0,06_보건 의료,요양보호사
411,요양보호사 양성과정,언약요양보호사교육원,50,510000,40,53.1,61.0,06_보건 의료,요양보호사
412,NCS 적용 요양보호사 자격 취득과정,민들레요양보호사교육원,33,600000,37,63.2,54.0,06_보건 의료,요양보호사
413,요양보호사 자격 취득과정,중앙간호학원 요양보호사교육원,40,641520,30,53.2,55.0,06_보건 의료,요양보호사
414,요양보호사 자격 취득과정,세계로요양보호사교육원,33,641520,37,37.9,59.0,06_보건 의료,요양보호사
415,요양보호사자격증 취득과정,시터피아요양보호사교육원,50,640800,30,50.0,53.0,06_보건 의료,요양보호사
416,요양보호사자격증과정,포항요양보호사교육원,30,540000,40,45.9,55.0,06_보건 의료,요양보호사
417,요양보호사 자격증 취득과정 (NCS),마산요양보호사교육원,33,600000,25,53.2,57.0,06_보건 의료,요양보호사
418,요양보호사 자격 취득과정(실업자),전주메디칼요양보호사교육원,30,624000,30,53.0,53.0,06_보건 의료,요양보호사
419,요양보호사 양성과정,언약요양보호사교육원,35,510000,40,53.1,53.0,06_보건 의료,요양보호사
420,요양보호사 자격 취득과정,일등요양보호사교육원,30,450000,30,50.7,56.0,06_보건 의료,요양보호사
421,간호조무사자격증취득과정,미래직업능력개발학원,219,2998960,30,76.9,33.0,06_보건 의료,간호조무사
422,요양보호사양성,제일요양보호사교육원,50,699840,40,43.5,57.0,06_보건 의료,요양보호사
423,"요양보호사 자격증취득과정(주,야간)",아름다운세상만들기요양보호사교육원,30,540000,40,55.8,56.0,06_보건 의료,요양보호사
424,요양보호사 자격취득과정,새소망전국요양보호사교육원,35,450000,40,62.9,56.0,06_보건 의료,요양보호사
425,요양보호사자격증취득과정,익산성모요양보호사교육원,32,650000,35,66.0,57.0,06_보건 의료,요양보호사
426,NCS 요양보호사 자격증 취득과정,천사요양보호사교육원,30,630000,35,61.4,,06_보건 의료,요양보호사
427,요양보호사 자격 취득과정,제이성모요양보호사교육원,30,650000,30,65.0,49.0,06_보건 의료,요양보호사
428,요양보호사자격취득과정,금빛요양보호사교육원,30,500160,40,46.9,56.0,06_보건 의료,요양보호사
429,간호조무사 자격 취득과정,봉선간호전문학원,234,2850000,35,69.7,40.0,06_보건 의료,간호조무사
430,요양보호사양성,제일요양보호사교육원,50,699840,40,43.5,53.0,06_보건 의료,요양보호사
431,요양보호사 자격증 취득,드림요양보호사교육원,30,600000,29,45.2,54.0,06_보건 의료,요양보호사
432,간호조무사 자격 취득과정,중앙간호학원,223,2998960,30,69.2,33.0,06_보건 의료,간호조무사
433,건강보험청구심사통합과정,메디아이잠실보험학원,20,740000,19,60.9,36.0,06_보건 의료,None
434,요양보호사 자격 취득과정,이레요양보호사교육원,36,510000,36,50.2,57.0,06_보건 의료,요양보호사
435,요양보호사자격취득과정,범계요양보호사교육원,48,588000,40,50.5,57.0,06_보건 의료,요양보호사
436,요양보호사자격증취득,새희망요양보호사교육원,33,540000,33,55.2,55.0,06_보건 의료,요양보호사
437,요양보호사자격취득과정,범계요양보호사교육원,30,588000,40,50.5,55.0,06_보건 의료,요양보호사
438,간호조무사 자격증 취득과정,진해간호학원,229,2998960,41,63.8,35.0,06_보건 의료,간호조무사
439,요양보호사 자격 취득과정,군산성모간호전문학원부설 요양보호사교육원,30,641520,40,59.3,54.0,06_보건 의료,요양보호사
440,요양보호사자격증취득과정,굿모닝요양보호사교육원,30,641520,40,59.0,53.0,06_보건 의료,요양보호사
441,간호조무사 자격 취득과정,창원간호학원,222,3199600,36,84.4,31.0,06_보건 의료,간호조무사
442,간호조무사 취득,모란간호학원,216,2758800,30,86.7,37.0,06_보건 의료,간호조무사
443,요양보호사 자격증취득과정,고운요양보호사교육원,30,528000,40,49.4,55.0,06_보건 의료,요양보호사
444,요양보호사 국가자격증 양성과정,햇빛요양보호사교육원,30,499920,36,66.3,55.0,06_보건 의료,요양보호사
445,"요양보호사 자격증취득 과정(이론,실기)",안양여성인력개발센터부설 요양보호사교육원,30,504000,22,49.6,56.0,06_보건 의료,요양보호사
446,요양보호사 자격 취득과정,진해간호요양보호사교육원,35,630000,30,35.5,58.0,06_보건 의료,요양보호사
447,요양보호사 자격 취득 과정,다원요양보호사교육원,30,540000,37,60.2,56.0,06_보건 의료,요양보호사
448,요양보호사 자격증 취득 과정,산재요양보호사교육원,30,550080,38,52.8,58.0,06_보건 의료,요양보호사
449,간호조무사 자격취득과정,경주굿모닝간호학원,222,2991360,34,84.6,36.0,06_보건 의료,간호조무사
450,NCS 요양보호사 자격 취득과정,성모요양보호사교육원,57,600000,38,57.3,55.0,06_보건 의료,요양보호사
451,요양보호사자격증취득(국가자격증),노아요양보호사교육원,36,570000,40,52.0,54.0,06_보건 의료,요양보호사
452,요양보호사 자격 취득과정,메디컬간호학원 부설 요양보호사교육원,38,641520,30,41.4,54.0,06_보건 의료,요양보호사
453,요양보호사 자격취득과정,열린요양보호사교육원,45,540000,40,56.0,55.0,06_보건 의료,요양보호사
454,요양보호사 국자자격 취득,케어대한요양보호사교육원,36,600000,40,51.4,52.0,06_보건 의료,요양보호사
455,요양보호사 자격 취득과정,김포요양보호사교육원,30,600000,40,52.4,56.0,06_보건 의료,요양보호사
456,요양보호사자격취득과정,사랑평생교육원 부설 요양보호사교육원,35,600000,40,68.9,54.0,06_보건 의료,요양보호사
457,요양보호사자격취득과정,은혜요양보호사교육원,30,540000,38,44.3,56.0,06_보건 의료,요양보호사
458,요양보호사 국가자격증 취득과정,신천요양보호사교육원,32,540000,38,50.4,57.0,06_보건 의료,요양보호사
459,(국가공인)요양보호사 자격 취득 과정,창원행복요양보호사교육원,31,510000,40,41.7,52.0,06_보건 의료,요양보호사
460,간호조무사 자격 취득과정,사천간호학원,215,2918400,32,77.1,31.0,06_보건 의료,간호조무사
461,간호조무사 자격 취득과정,나이팅게일간호조무사학원,191,2400080,35,77.2,34.0,06_보건 의료,간호조무사
462,요양보호사 국가자격증 취득과정(일반반),희망요양보호사교육원,30,550080,30,48.0,54.0,06_보건 의료,요양보호사
463,요양보호사자격증취득과정,햇빛요양보호사교육원,30,510000,40,66.3,53.0,06_보건 의료,요양보호사
464,요양보호사 자격 취득과정 (주간),강릉직업전문학교부설 요양보호사교육원,42,549840,30,56.9,52.0,06_보건 의료,요양보호사
465,요양보호사자격증 취득과정,샘물요양보호사교육원,37,641520,32,69.4,54.0,06_보건 의료,요양보호사
466,요양보호사 자격취득 교육과정,더큰요양보호사교육원,30,641520,38,53.3,57.0,06_보건 의료,요양보호사
467,요양보호사 자격증 취득,다사랑요양보호사교육원,30,641520,37,53.3,56.0,06_보건 의료,요양보호사
468,요양보호사 자격 취득과정,원주간호학원부설요양보호사교육원,30,600000,30,62.6,53.0,06_보건 의료,요양보호사
469,간호조무사 자격 취득과정,보아스메디서비스교육학원,221,2758800,30,80.4,32.0,06_보건 의료,간호조무사
470,요양보호사 자격 취득과정,천안경희간호학원부설 요양보호사교육원,36,450000,15,72.0,55.0,06_보건 의료,요양보호사
471,간호조무사 자격 취득과정,은혜간호조무사학원,222,2964000,30,79.3,34.0,06_보건 의료,간호조무사
472,요양보호사 양성과정,연수요양보호사교육원,60,600000,40,50.0,59.0,06_보건 의료,요양보호사
473,간호조무사 자격증취득과정,전주메디칼간호전문학원,221,2964000,40,74.6,31.0,06_보건 의료,간호조무사
474,간호조무사 자격증 취득과정,김포양곡간호학원,217,3120560,31,77.8,36.0,06_보건 의료,간호조무사
475,요양보호사자격취득과정,마창행복요양보호사교육원,30,600000,40,54.5,54.0,06_보건 의료,요양보호사
476,"요양보호사 국가 자격증 취득과정 (요양지원, 간병인)",남동요양보호사교육원,30,540000,40,51.5,54.0,06_보건 의료,요양보호사
477,요양보호사 양성과정,성심요양보호사교육원,34,500000,37,58.2,57.0,06_보건 의료,요양보호사
478,요양보호사자격증 취득,새고려요양보호사교육원,30,600000,30,50.0,53.0,06_보건 의료,요양보호사
479,간호조무사자격취득과정A,양산간호조무사학원,236,2915360,30,75.0,37.0,06_보건 의료,간호조무사
480,간호조무사 자격 취득 과정,동남간호조무사학원,222,3260400,43,82.0,36.0,06_보건 의료,간호조무사
481,간호조무사 자격 취득과정,엔젤메디칼간호학원,215,2918400,38,78.9,31.0,06_보건 의료,간호조무사
482,간호조무사 자격 취득과정,안성성심간호학원,204,3360720,40,61.1,37.0,06_보건 의료,간호조무사
483,요양보호사자격증취득과정,새빛요양보호사교육원,31,600000,31,57.6,56.0,06_보건 의료,요양보호사
484,간호조무사 자격 취득과정,성심간호학원,223,2994400,33,76.4,39.0,06_보건 의료,간호조무사
485,간호조무사양성과정,솔빛간호학원,206,2888000,30,88.2,34.0,06_보건 의료,간호조무사
486,요양보호사 국가자격증 취득과정,글로벌간호학원부설요양보호사교육원,30,641520,34,52.7,55.0,06_보건 의료,요양보호사
487,간호조무사 자격 취득과정,통영충무간호학원,222,2918400,37,87.3,33.0,06_보건 의료,간호조무사
488,간호조무사 자격 취득과정,대한간호학원,219,2994400,34,78.6,34.0,06_보건 의료,간호조무사
489,간호조무사 자격증 취득과정,뉴미즈간호학원,196,2964000,31,63.9,31.0,06_보건 의료,간호조무사
490,요양보호사 자격 취득과정,부경요양보호사교육원,30,600000,40,50.9,57.0,06_보건 의료,요양보호사
491,요양보호사자격증취득과정,금천요양보호사교육원,30,590400,38,53.5,56.0,06_보건 의료,요양보호사
492,간호조무사 자격 취득,현간호학원,191,2998960,31,88.9,27.0,06_보건 의료,간호조무사
493,간호조무사 자격 취득과정,효중기념간호학원,221,3500560,34,75.9,34.0,06_보건 의료,간호조무사
494,간호조무사 자격 취득과정,시흥간호학원,226,2860640,30,85.0,35.0,06_보건 의료,간호조무사
495,요양보호사자격증취득(취업성공),노아요양보호사교육원,36,570000,21,52.0,55.0,06_보건 의료,요양보호사
496,요양보호사 자격증 취득과정,송천탑클래스간호학원부설요양보호사교육원,33,600000,30,57.1,53.0,06_보건 의료,요양보호사
497,간호조무사자격취득과정A,늘푸른간호병원코디네이터학원,221,2964000,44,75.3,36.0,06_보건 의료,간호조무사
498,요양보호사자격취득과정,엠마오요양보호사교육원,30,510000,40,53.5,57.0,06_보건 의료,요양보호사
499,요양보호사 국가자격증 취득과정,하단레몬요양보호사교육원,33,600000,40,49.4,54.0,06_보건 의료,요양보호사
500,요양보호사 자격증 취득 과정,나눔요양보호사교육원,30,624000,28,43.4,53.0,06_보건 의료,요양보호사
501,요양보호사 자격취득과정,이천요양보호사교육원,32,630000,32,60.5,52.0,06_보건 의료,요양보호사
502,간호조무사자격증취득과정,금천간호학원,222,2994400,30,84.8,34.0,06_보건 의료,간호조무사
503,간호조무사 자격증 취득반,안산대한간호학원,222,3230000,36,72.9,34.0,06_보건 의료,간호조무사
504,간호조무사 자격 취득과정,부천중동간호학원,226,2888000,48,81.3,34.0,06_보건 의료,간호조무사
505,간호조무사 자격 취득과정,광주간호학원(광천동),233,2850000,48,74.1,31.0,06_보건 의료,간호조무사
506,간호조무사자격취득,첨단간호전문학원,249,2857600,30,78.3,39.0,06_보건 의료,간호조무사
507,요양보호사 자격취득과정,새늘요양보호사교육원,30,600000,40,52.8,54.0,06_보건 의료,요양보호사
508,간호조무사국가자격과정,포항한국간호전문학원,204,3000480,38,75.7,35.0,06_보건 의료,간호조무사
509,"요양보호사자격취득과정_간호조무사,물리치료사,작업치료사자격반",서일간호학원부설요양보호사교육원,10,250000,34,56.6,42.0,06_보건 의료,요양보호사
510,요양보호사자격취득과정_사회복지사자격반,서일간호학원부설요양보호사교육원,10,250000,30,56.6,45.0,06_보건 의료,요양보호사
511,요양보호사자격취득과정,아름다운요양보호사교육원,30,499200,35,58.2,56.0,06_보건 의료,요양보호사
512,요양보호사 자격 취득과정,해맞이요양보호사교육원,30,660000,40,58.1,55.0,06_보건 의료,요양보호사
513,요양보호사양성과정 (자격증취득과정),가족사랑요양보호사교육원,30,600000,30,46.9,58.0,06_보건 의료,요양보호사
514,요양보호사 자격 취득과정,미소로섬김 요양보호사교육원,30,600000,37,50.0,54.0,06_보건 의료,요양보호사
515,요양보호사 자격증 취득과정,성산요양보호사교육원,35,600000,33,56.8,56.0,06_보건 의료,요양보호사
516,요양보호사(표준)주간과정,평화요양보호사교육원,30,600000,30,52.2,57.0,06_보건 의료,요양보호사
517,간호조무사자격취득과정,중앙간호학원,223,3192000,30,82.9,36.0,06_보건 의료,간호조무사
518,요양보호사(표준)주간과정,익산평화요양보호사교육원,38,641280,25,47.5,51.0,06_보건 의료,요양보호사
519,간호조무사 자격 취득 과정,진해보금메디컬간호학원,215,3099280,30,100.0,34.0,06_보건 의료,간호조무사
520,간호조무사 자격 취득과정,군산성모간호전문학원,228,2998960,36,60.9,29.0,06_보건 의료,간호조무사
521,간호조무사 자격 취득과정,분당간호학원,214,2760320,30,81.9,40.0,06_보건 의료,간호조무사
522,요양보호사자격증취득과정,김포간호학원부설요양보호사교육원,37,600000,32,65.0,56.0,06_보건 의료,요양보호사
523,간호조무사 자격 취득과정,미래간호학원,214,2888000,30,63.6,33.0,06_보건 의료,간호조무사
524,간호조무사 자격증 취득과정,송탄간호학원,222,3230000,30,62.5,32.0,06_보건 의료,간호조무사
525,요양보호사자격증 취득과정,주은요양보호사교육원,30,641520,35,55.7,56.0,06_보건 의료,요양보호사
526,요양보호사 국가자격소지자반 (사회복지사),안성의료복지사회적협동조합 부설 안성요양보호사교육원,12,250000,30,60.9,47.0,06_보건 의료,요양보호사
527,요양보호사 자격 취득과정,아중안골평화요양보호사교육원,60,641520,18,64.3,57.0,06_보건 의료,요양보호사
528,요양보호사 자격취득 과정,성모요양보호사교육원,30,600000,37,57.3,59.0,06_보건 의료,요양보호사
529,간호조무사 자격 취득과정,본메디간호학원,220,2898640,30,83.0,36.0,06_보건 의료,간호조무사
530,NCS요양보호사 자격증 취득과정,참사랑요양보호사교육원,30,600000,33,63.0,52.0,06_보건 의료,요양보호사
531,간호조무사 자격 취득과정,홍천간호학원,219,3479280,25,42.1,31.0,06_보건 의료,간호조무사
532,"간호조무사 국가자격 취득 (구직자,주간)",현대간호학원,213,3230000,40,74.5,29.0,06_보건 의료,간호조무사
533,간호조무사 자격 취득과정,메디칼간호학원,211,2979200,31,74.5,35.0,06_보건 의료,간호조무사
534,간호조무사 자격증 취득과정,한빛간호학원,191,2400080,32,76.5,31.0,06_보건 의료,간호조무사
535,요양보호사지격증취득대비반,마두요양보호사교육원,30,640800,40,54.8,56.0,06_보건 의료,요양보호사
536,간호조무사자격증 취득과정,창원삼성간호학원,222,3199600,30,68.6,35.0,06_보건 의료,간호조무사
537,간호조무사 자격증 취득과정(병원실무),탑간호학원,222,2898640,32,76.9,31.0,06_보건 의료,간호조무사
538,요양보호사 자격증 취득과정,대신요양보호사교육원,30,480000,30,52.3,54.0,06_보건 의료,요양보호사
539,간호조무사 자격 취득과정 A,남동간호학원,217,3000480,38,80.4,31.0,06_보건 의료,간호조무사
540,요양보호사 자격증 취득과정,진해보금요양보호사교육원,35,600000,40,45.7,58.0,06_보건 의료,요양보호사
541,간호조무사자격증취득,광주간호학원,222,3500000,34,82.5,33.0,06_보건 의료,간호조무사
542,요양보호사자격증취득과정(이론+실기),실버엔젤요양보호사교육원,30,630000,30,59.1,57.0,06_보건 의료,요양보호사
543,요양보호사자격취득과정,남원간호요양보호사교육원,30,641520,36,81.5,47.0,06_보건 의료,요양보호사
544,간호조무사 자격증취득 과정 A,용인간호학원,218,2660000,30,86.8,35.0,06_보건 의료,간호조무사
545,간호조무사 자격 취득과정,메디칼씨에스간호학원,204,2998960,30,77.8,34.0,06_보건 의료,간호조무사
546,간호조무사 자격증 취득,예담간호학원,210,3268000,42,76.3,32.0,06_보건 의료,간호조무사
547,요양보호사 실업자과정(주간),인천서부요양보호사교육원,31,570000,40,46.2,56.0,06_보건 의료,요양보호사
548,요양보호사 자격 취득과정,아중안골평화요양보호사교육원,40,641520,18,64.3,55.0,06_보건 의료,요양보호사
549,간호조무사 자격 취득과정,동래간호학원,219,2900160,32,74.2,37.0,06_보건 의료,간호조무사
550,간호조무사 자격 취득과정 B,남동간호학원,219,3000480,31,80.4,37.0,06_보건 의료,간호조무사
551,간호조무사자격취득과정,이천간호학원,222,3960000,36,84.6,37.0,06_보건 의료,간호조무사
552,간호조무사 자격 취득과정,제일간호학원,222,2918400,30,83.1,34.0,06_보건 의료,간호조무사
553,간호조무사 자격 취득과정,강원보건간호학원,204,3479280,40,85.5,34.0,06_보건 의료,간호조무사
554,간호조무사자격증취득,메타간호학원,192,2998960,50,80.0,36.0,06_보건 의료,간호조무사
555,간호조무사 자격 취득,경희간호학원,204,3860800,40,96.2,30.0,06_보건 의료,간호조무사
556,간호조무사자격 취득과정,서수원간호학원,212,3526400,23,86.7,38.0,06_보건 의료,간호조무사
557,간호조무사 자격 취득과정,장유강남간호학원,237,2964000,31,78.6,33.0,06_보건 의료,간호조무사
558,간호조무사 국가자격취득과정,진주샘간호학원,222,2880400,50,63.2,32.0,06_보건 의료,간호조무사
559,간호조무사 자격 취득과정(주간),정연화양정간호조무사전문학원,229,2900160,30,81.8,37.0,06_보건 의료,간호조무사
560,간호조무사자격취득과정,거제간호학원,232,2865200,37,75.0,29.0,06_보건 의료,간호조무사
561,간호조무사 자격 취득과정,강남간호학원,238,2872800,27,75.9,31.0,06_보건 의료,간호조무사
562,간호조무사 자격 취득과정,진해간호학원,222,3100800,41,63.8,34.0,06_보건 의료,간호조무사
563,간호조무사 자격 취득과정,전주성모간호교육학원,221,2888000,30,72.9,30.0,06_보건 의료,간호조무사
564,간호조무사자격증 취득과정,평택보건간호학원,222,3301440,30,76.3,34.0,06_보건 의료,간호조무사
565,간호조무사자격취득,해피간호전문학원,249,2850000,30,68.0,35.0,06_보건 의료,간호조무사
566,요양보호사 자격증취득과정(사회복지사),천안베스트간호학원 부설 요양보호사교육원,15,250000,33,51.3,51.0,06_보건 의료,요양보호사
567,간호조무사국가자격취득과정,유설희간호학원,221,2888000,40,73.8,31.0,06_보건 의료,간호조무사
568,요양보호사 자격 취득과정,삼성실버요양보호사교육원,45,640080,40,59.8,58.0,06_보건 의료,요양보호사
569,간호조무사 자격증과정,솔간호학원,204,3192000,30,87.5,29.0,06_보건 의료,간호조무사
570,요양보호사 자격 취득과정,삼성실버요양보호사교육원,45,640080,40,59.8,53.0,06_보건 의료,요양보호사
571,요양보호사 자격 취득과정,서면삼성실버요양보호사교육원,42,640080,38,54.0,55.0,06_보건 의료,요양보호사
572,간호조무사자격증취득과정,메디컬간호학원,222,2998960,27,58.6,34.0,06_보건 의료,간호조무사
573,간호조무사 자격증취득과정,영통경기간호학원,214,3500560,40,85.4,38.0,06_보건 의료,간호조무사
574,요양보호사자격증취득과정,삼성요양보호사교육원,36,640800,30,57.3,51.0,06_보건 의료,요양보호사
575,간호조무사 자격 취득과정,베스트간호학원,215,2954880,31,80.6,34.0,06_보건 의료,간호조무사
576,간호조무사자격증취득과정,국제간호학원,222,2994400,32,69.2,40.0,06_보건 의료,간호조무사
577,병원특화간호조무사자격취득과정,유설희간호학원,221,2888000,40,73.8,32.0,06_보건 의료,간호조무사
578,간호조무사 자격 취득과정 A,중앙간호학원,213,3240640,42,80.7,32.0,06_보건 의료,간호조무사
579,간호조무사 자격 취득과정 A,중앙간호학원,331,3240640,42,80.7,41.0,06_보건 의료,간호조무사
580,간호조무사 자격 취득과정,경남간호학원,224,3199600,45,77.4,34.0,06_보건 의료,간호조무사
581,간호조무사자격증취득,김해제일간호학원,238,2872800,38,75.0,29.0,06_보건 의료,간호조무사
582,간호조무사자격취득과정,주식회사 은행동미즈간호학원,205,2489760,31,75.0,31.0,06_보건 의료,간호조무사
583,간호조무사 자격 취득과정,창원간호학원,222,3199600,36,84.4,32.0,06_보건 의료,간호조무사
584,간호조무사 자격증취득반,영통경기간호학원,227,3500560,40,85.4,36.0,06_보건 의료,간호조무사
585,요양보호사 자격증 취득과정-사회복지사(국자자격(면허)소지자),행복나눔요양보호사교육원,12,250000,33,64.6,50.0,06_보건 의료,요양보호사
586,간호조무사 자격 취득과정,주식회사에이치큐브학원,208,2964000,30,75.0,35.0,06_보건 의료,간호조무사
587,간호조무사자격취득과정,대연메디칼간호학원,216,2979200,34,67.4,35.0,06_보건 의료,간호조무사
588,간호조무사 자격취득 과정,오산간호학원,221,3500560,38,70.7,31.0,06_보건 의료,간호조무사
589,간호조무사 자격 취득과정,춘해간호조무학원,221,2900160,36,69.5,35.0,06_보건 의료,간호조무사
590,요양보호사자격증취득과정,집으로요양보호사교육원,30,600000,34,57.3,52.0,06_보건 의료,요양보호사
591,요양보호사 자격증 취득과정,행복나눔요양보호사교육원,30,504000,33,64.6,55.0,06_보건 의료,요양보호사
592,간호조무사 자격 취득과정,메디칼간호조무사학원,220,2910800,45,78.9,34.0,06_보건 의료,간호조무사
593,간호조무사 자격 취득과정,범계간호학원,215,2991360,33,70.0,37.0,06_보건 의료,간호조무사
594,요양보호사 자격취득 과정,춘천메디칼요양보호사교육원,38,550080,40,63.9,54.0,06_보건 의료,요양보호사
595,간호조무사 자격 취득과정,유엔간호학원,220,2994400,14,72.2,35.0,06_보건 의료,간호조무사
596,간호조무사자격증취득과정,부경간호학원,206,2909280,33,61.5,36.0,06_보건 의료,간호조무사
597,요양보호사 자격 취득과정,은평엔젤요양보호사교육원,35,510000,40,50.8,59.0,06_보건 의료,요양보호사
598,간호조무사국가자격증취득과정,계양간호조무사양성학원,204,2998960,32,69.0,35.0,06_보건 의료,간호조무사
599,간호조무사 자격증 취득과정,영통더웰간호학원,316,3500560,30,69.6,45.0,06_보건 의료,간호조무사
600,간호조무사자격증취득과정,동탄간호학원,204,3502080,40,79.6,38.0,06_보건 의료,간호조무사
601,간호조무사 자격취득과정,한국간호학원,222,2660000,40,68.2,34.0,06_보건 의료,간호조무사
602,요양보호사국가자격과정,포항한국간호전문학원 부설 한국요양보호사교육원,30,550080,35,51.6,54.0,06_보건 의료,요양보호사
603,요양보호사 자격 취득과정,광주역요양보호사교육원,33,600000,36,52.2,57.0,06_보건 의료,요양보호사
604,간호조무사 자격 취득과정 B,안산중앙간호학원,217,3240640,39,71.7,38.0,06_보건 의료,간호조무사
605,요양보호사 자격 취득과정(사회복지사 자격증 소지자반),천안경희간호학원부설 요양보호사교육원,10,250000,15,72.0,47.0,06_보건 의료,요양보호사
606,요양보호사 자격취득과정-사회복지사,수원행복 요양보호사 교육원,10,250000,40,58.7,48.0,06_보건 의료,요양보호사
607,요양보호사 자격 취득과정,안성의료복지사회적협동조합 부설 안성요양보호사교육원,30,650000,30,60.9,55.0,06_보건 의료,요양보호사
608,간호조무사 자격 취득과정,성모간호조무사학원,218,3260400,44,77.2,41.0,06_보건 의료,간호조무사
609,간호조무사자격취득과정B,양산간호조무사학원,227,2915360,22,75.0,36.0,06_보건 의료,간호조무사
610,간호조무사 자격증 취득과정,상주간호전문학원,224,2801360,27,78.3,30.0,06_보건 의료,간호조무사
611,간호조무사 자격증 취득과정,고려간호조무사학원,222,2989840,34,86.2,35.0,06_보건 의료,간호조무사
612,간호조무사자격취득과정,서평택간호직업학원,222,3201120,34,83.9,36.0,06_보건 의료,간호조무사
613,간호조무사 자격 취득과정,여천심스간호학원,232,2444400,30,61.5,29.0,06_보건 의료,간호조무사
614,요양보호사 자격 취득 과정,행복요양보호사교육원,30,570000,40,51.4,57.0,06_보건 의료,요양보호사
615,간호조무사국가자격취득과정,부평유설희간호학원,218,2888000,37,77.1,30.0,06_보건 의료,간호조무사
616,NCS요양보호사 국가자격증과정,부모사랑요양보호사교육원,30,600000,24,68.9,54.0,06_보건 의료,요양보호사
617,요양보호사 자격증 취득과정,풍성한요양보호사교육원,30,510000,32,47.6,54.0,06_보건 의료,요양보호사
618,(구직자) 요양보호사 자격 취득과정,조은요양보호사교육원,30,570000,40,47.3,57.0,06_보건 의료,요양보호사
619,요양보호사 자격 취득과정,나이팅게일간호학원부설요양보호사교육원,30,500160,39,48.0,58.0,06_보건 의료,요양보호사
620,간호조무사 자격 취득과정,플러스간호학원,204,2758800,30,93.8,33.0,06_보건 의료,간호조무사
621,요양보호사 자격취득과정,열린요양보호사교육원,35,540000,40,56.0,54.0,06_보건 의료,요양보호사
622,요양보호사 국가자격증 취득과정,인천일신요양보호사교육원,32,600000,40,62.2,52.0,06_보건 의료,요양보호사
623,간호조무사자격증 취득과정,주은간호학원,221,3233040,30,83.3,43.0,06_보건 의료,간호조무사
624,요양보호사 자격 취득과정,BHS좋은요양보호사교육원,33,630000,40,38.9,58.0,06_보건 의료,요양보호사
